食品名,エネルギー,水分,たんぱく質,脂質,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン当量,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,アルコール,食塩相当量
魚類なまず生,145,72,18.4,8.6,0,46,320,18,23,170,0.4,0.6,0.03,0.02,0,0,0,0,71,4,6.3,0,0.33,0.1,4.2,0.16,2.3,10,0.81,0,0,0,0.1
魚類にぎす生,84,78.5,18.7,1.2,0.1,190,320,70,27,220,0.4,0.4,0.03,0.01,0,0,0,0,75,0,0.5,0,0.12,0.26,6.9,0.15,3.4,8,0.77,0,1,0,0.5
魚類にしん生,196,66.1,17.4,15.1,0.1,110,350,27,33,240,1,1.1,0.09,0.02,0,0,0,0,18,22,3.1,0,0.01,0.23,7.3,0.42,17,13,1.06,0,0,0,0.3
魚類にしん身欠きにしん,224,60.6,20.9,16.7,0.2,170,430,66,38,290,1.5,1.3,0.1,0.04,0,0,0,0,0,50,2.7,0,0.01,0.03,8.6,0.21,13,12,1.24,0,0,0,0.4
魚類にしん開き干し,239,59.8,18.5,19.7,0.2,360,350,25,33,260,1.9,1,0.11,0.02,0,0,0,0,0,36,2.1,0,0.01,0.03,8.2,0.25,9,7,1.28,0,0,0,0.9
魚類にしんくん製,280,43.9,23.1,22.1,0,3900,280,150,36,400,3.5,1.1,0.16,0.03,0,0,0,0,0,48,0.5,0,0.01,0.35,9.3,0.1,15,16,1.74,0,0,0,9.9
魚類にしんかずのこ生,139,66.1,25.2,6.7,0.2,320,210,50,34,140,1.2,2.3,0.07,0.06,0,0,0,0,15,13,5.1,0,0.15,0.22,10,0.26,11,120,1.37,0,0,0,0.8
魚類にしんかずのこ乾,358,16.5,65.2,13.6,0.5,1400,46,65,150,500,1.9,5.4,0.08,0.07,0,0,0,0,7,32,6.4,0,0,0.07,22,0.28,4.8,23,1.13,0,0,0,3.6
魚類にしんかずのこ塩蔵水戻し,80,80,15,3,0.6,480,2,8,4,94,0.4,1.3,0.06,0.02,0,0,0,0,2,17,0.9,0,0,0.01,5.2,0.04,4.5,0,0,0,0,0,1.2
魚類はぜ生,78,79.4,19.1,0.2,0.1,93,350,42,27,190,0.2,0.6,0.02,0.1,0,0,0,0,7,3,1,0,0.04,0.04,4.8,0.07,2.7,8,0.42,0,1,0,0.2
魚類はぜつくだ煮,277,23.2,24.3,3,39.9,2200,480,1200,73,820,12,3.2,0.08,1.2,0,0,0,0,160,5,2.4,0,0.11,0.41,6.7,0.06,6.8,230,0.79,0,0,0,5.6
魚類はぜ甘露煮,260,29.5,21.1,2.2,40.3,1500,200,980,58,650,4.2,2.7,0.05,1.27,0,0,0,0,22,6,0.6,0,0.05,0.11,4.7,0.03,5.8,15,0.23,0,0,0,3.8
魚類はたはた生,101,78.8,14.1,5.7,0,180,250,60,18,120,0.5,0.6,0.06,0,32,37,0,0,20,2,2.2,0,0.02,0.14,5.6,0.08,1.7,7,0.5,3.3,0,0,0.5
魚類はたはた生干し,154,71.1,16.7,10.3,0,510,240,17,23,180,0.3,0.8,0.04,0.01,37,37,1,0,22,1,2.8,0,0.05,0.05,3.7,0.08,3.5,11,0.5,3.6,3,0,1.3
魚類はまふえふき生,85,77.7,20.5,0.3,0.1,80,450,43,29,250,0.3,0.5,0.03,0,0,0,0,0,8,11,0.6,0,0.15,0.07,10,0.3,3.7,3,0.4,0,0,0,0.2
魚類はも生,132,71,22.3,5.3,0,66,450,79,29,280,0.2,0.6,0.03,0.07,0,0,0,0,59,5,1.1,0,0.04,0.18,7.8,0.23,1.9,21,0.46,0,1,0,0.2
魚類ひらまさ生,128,71.1,22.6,4.9,0.1,47,450,12,36,300,0.4,0.7,0.04,0.01,0,0,0,0,19,5,1.4,0,0.2,0.14,12,0.52,2.1,8,0.26,0,3,0,0.1
魚類ひらめ天然生,96,76.8,20,2,0,46,440,22,26,240,0.1,0.4,0.03,0.01,0,0,0,0,12,3,0.6,0,0.04,0.11,8.6,0.33,1,16,0.82,0,3,0,0.1
魚類ひらめ養殖皮つき生,115,73.7,21.6,3.7,0,43,440,30,30,240,0.1,0.5,0.02,0.03,8,47,0,0,19,1.9,1.6,0,0.12,0.34,10,0.44,1.5,13,0.89,10,5,0,0.1
魚類ひらめ養殖皮なし生,100,76,21.2,2.5,0.1,41,470,8,31,230,0.1,0.3,0.02,0.01,11,41,0,0,9,2.3,1.6,0,0.22,0.07,11,0.48,1.1,12,0.86,8.4,10,0,0.1
魚類ふぐ類とらふぐ養殖生,80,78.9,19.3,0.3,0.2,100,430,6,25,250,0.2,0.9,0.02,0.01,0,0,0,0,3,4,0.8,0,0.06,0.21,9.6,0.45,1.9,3,0.36,0,0,0,0.3
魚類ふぐ類まふぐ生,78,79.3,18.9,0.4,0,83,470,5,24,260,0.2,1.5,0.02,0,0,0,0,0,7,6,0.6,0,0.04,0.17,11,0.5,3,3,0.23,0,0,0,0.2
魚類ふな生,93,78,18.2,2.5,0.1,30,340,100,23,160,1.5,1.9,0.04,0.02,0,0,0,0,12,4,1.5,0,0.55,0.14,5.3,0.11,5.5,14,0.69,0,1,0,0.1
魚類ふな水煮,104,75.6,20.3,2.8,0.1,46,310,140,24,230,1.5,2.1,0.04,0.02,0,0,0,0,15,3.8,1.5,0,0.49,0.12,5,0.1,4.4,8,0.71,0,0,0,0.1
魚類ふな甘露煮,266,28.7,15.5,3.6,44.4,1300,240,1200,58,710,6.5,5.2,0.11,0.62,0,0,0,0,61,2,0.5,0,0.16,0.16,3.9,0.03,6.7,13,0.24,0,0,0,3.3
魚類ふなふなずし,181,57,21.3,7.9,9.2,1500,64,350,20,240,0.9,2.9,0.23,0.34,24,48,1,36,43,3.6,4.6,4,0,0.07,4.1,0.03,7.4,15,0.14,28,0,0,3.9
魚類ぶり成魚生,222,59.6,21.4,17.6,0.3,32,380,5,26,130,1.3,0.7,0.08,0.01,24,57,0,0,50,8,2,0,0.23,0.36,14,0.42,3.8,7,1.01,7.7,2,0,0.1
魚類ぶり成魚焼き,260,51.8,26.2,20.4,0.3,40,440,6,28,170,2.3,0.9,0.1,0.01,0,0,0,0,42,5.4,2.1,0,0.24,0.39,15,0.38,3.8,6,1.38,0,2,0,0.1
魚類ぶりはまち養殖皮つき生,217,61.5,20.7,17.2,0.3,38,340,19,29,210,1,0.8,0.09,0.01,14,32,0,0,32,4,4.6,0,0.16,0.21,13,0.45,4.6,9,0.99,6.4,2,0,0.1
魚類ぶりはまち養殖皮なし生,180,66.4,21,12,0.3,36,390,5,29,220,1.1,0.5,0.1,0.01,14,35,0,0,41,4.4,5.5,0,0.17,0.23,12,0.53,6.6,9,0.99,6.4,3,0,0.1
魚類ほうぼう生,110,74.9,19.6,4.2,0,110,380,42,34,200,0.4,0.5,0.04,0.05,0,0,0,0,9,3,0.5,0,0.09,0.15,8.6,0.44,2.2,5,0.82,0,3,0,0.3
魚類ホキ生,78,80.4,17,1.3,0,160,330,20,24,160,0.3,0.4,0.02,0.01,0,0,0,0,43,1,0.9,0,0.03,0.16,4.4,0.07,0.7,13,0.42,0,0,0,0.4
魚類ほっけ生,103,77.1,17.3,4.4,0.1,81,360,22,33,220,0.4,1.1,0.1,0.01,0,0,0,0,25,3,1.7,0,0.09,0.17,5.5,0.17,11,9,1.16,0,1,0,0.2
魚類ほっけ塩ほっけ,113,72.4,18.1,4.9,0.1,1400,350,20,30,220,0.5,0.4,0.04,0.01,0,0,0,0,20,3,0.7,0,0.1,0.27,6,0.18,7.3,2,0.79,0,0,0,3.6
魚類ほっけ開き干し生,161,67,20.6,9.4,0.1,690,390,170,37,330,0.5,0.9,0.05,0.03,15,31,1,0,30,4.6,1.3,0,0.1,0.24,7.1,0.21,5.3,7,0.65,3.7,4,0,1.8
魚類ほっけ開き干し焼き,179,63.7,23.1,10.9,0.2,770,410,180,41,360,0.6,1,0.06,0.03,17,34,1,0,39,3.5,1.6,0,0.14,0.26,7.7,0.17,5.3,11,0.65,4.5,2,0,2
魚類ぼら生,119,74.7,19.2,5,0.1,87,330,17,24,170,0.7,0.5,0.06,0.01,0,0,0,0,8,10,1.6,0,0.16,0.26,8.1,0.43,4.7,4,0.66,0,1,0,0.2
魚類ぼらからすみ,353,25.9,40.4,28.9,0.3,1400,170,9,23,530,1.5,9.3,0.19,0.04,0,0,0,0,350,33,9.7,7,0.01,0.93,9.4,0.26,28,62,5.17,0,10,0,3.6
魚類ほんもろこ生,103,75.1,17.5,4.1,0.1,86,320,850,39,640,1.3,3.4,0.07,0.21,0,0,0,0,250,5,2.9,0,0.03,0.2,5.4,0.13,9,37,0.73,0,2,0,0.2
魚類まぐろ類きはだ生,102,74,24.3,1,0,43,450,5,37,290,2,0.5,0.06,0.01,14,74,1,0,2,6,0.4,0,0.15,0.09,22,0.64,5.8,5,0.36,1.4,0,0,0.1
魚類まぐろ類くろまぐろ天然赤身生,115,70.4,26.4,1.4,0.1,49,380,5,45,270,1.1,0.4,0.04,0.01,14,110,0,0,83,5,0.8,0,0.1,0.05,19,0.85,1.3,8,0.41,1.9,2,0,0.1
魚類まぐろ類くろまぐろ天然脂身生,308,51.4,20.1,27.5,0.1,71,230,7,35,180,1.6,0.5,0.04,0,0,0,0,0,270,18,1.5,0,0.04,0.07,14,0.82,1,8,0.47,0,4,0,0.2
魚類まぐろ類くろまぐろ養殖赤身生,153,68.8,24.8,7.6,0.3,28,430,3,38,270,0.8,0.5,0.02,0,31,79,0,0,840,4,1.5,0,0.16,0.05,20,0.51,2.5,10,0.27,1.1,2,0,0.1
魚類まぐろ類くろまぐろ養殖赤身水煮,173,64.1,27.2,8.3,0.3,25,400,3,38,270,1,0.6,0.02,0,34,88,0,0,900,4.1,1.8,0,0.16,0.04,20,0.4,3.2,12,0.28,1.3,2,0,0.1
魚類まぐろ類くろまぐろ養殖赤身蒸し,187,62,28,9.9,0.2,26,410,3,39,270,0.9,0.6,0.02,0.01,38,91,0,0,990,4.3,1.9,0,0.17,0.04,20,0.31,3.4,11,0.27,1.3,2,0,0.1
魚類まぐろ類くろまぐろ養殖赤身電子レンジ調理,191,60,30.4,8.7,0.3,33,490,4,44,310,1.1,0.6,0.02,0.01,39,94,0,0,970,4.3,1.8,0,0.19,0.05,24,0.29,3.4,9,0.25,1.4,2,0,0.1
魚類まぐろ類くろまぐろ養殖赤身焼き,202,59.6,29,10.6,0.3,33,500,3,42,290,0.9,0.6,0.02,0.01,42,94,0,0,1100,5,2,0,0.19,0.04,24,0.33,3.3,11,0.33,1.5,2,0,0.1
魚類まぐろ類くろまぐろ養殖赤身ソテー,194,61.6,28,10.2,0.3,29,470,3,43,300,0.9,0.6,0.02,0.01,36,90,0,0,910,4.4,1.9,0,0.18,0.05,23,0.42,3.2,10,0.25,1.4,2,0,0.1
魚類まぐろ類くろまぐろ養殖赤身天ぷら,222,57.8,25.1,12.6,3.2,38,440,13,40,280,1,0.5,0.04,0.04,33,88,0,1,820,4.1,2.5,0,0.17,0.06,20,0.25,3.1,6,0.3,1.5,1,0,0.1
魚類まぐろ類くろまぐろ養殖脂身生,321,52.6,18.6,28.9,0.3,41,330,4,26,190,0.6,0.6,0.01,0.01,73,73,0,0,580,20.8,7.2,5,0.14,0.05,14.8,0.43,1.9,9,0.47,1,3,0,0.1
魚類まぐろ類くろまぐろ養殖脂身水煮,330,47.8,21.4,27.1,0.3,33,290,3,26,190,0.7,0.6,0.02,0.01,93,78,0,0,15,51.6,0.9,1,0.11,0.18,10.6,0.16,7.1,7,0.45,4.3,3,0,0.1
魚類まぐろ類くろまぐろ養殖脂身蒸し,313,50.2,21.8,27.3,0.1,760,450,75,47,250,0.9,0.8,0.08,0.01,47,62,0,0,15,18.9,7.1,4,0.16,0.05,15.4,0.27,2.1,5,0.46,1.4,2,0,1.9
魚類まぐろ類くろまぐろ養殖脂身電子レンジ調理,307,48.1,23.1,22.7,0.2,40,350,4,31,220,0.8,0.6,0.02,0.01,87,89,0,0,750,21.2,5.6,4,0.15,0.05,17.2,0.3,2,4,0.62,1.3,2,0,0.1
魚類まぐろ類くろまぐろ養殖脂身焼き,342,46.4,23,28.4,0.2,39,360,4,31,230,0.7,0.7,0.02,0.01,100,83,0,0,800,20.7,7,6,0.16,0.05,17.1,0.32,2.2,5,0.48,1.5,3,0,0.1
魚類まぐろ類くろまぐろ養殖脂身ソテー,339,45.7,24.3,27.8,0.2,43,380,4,33,240,0.7,0.8,0.02,0.01,89,89,0,0,710,20.4,6.6,6,0.15,0.05,17.5,0.31,2.2,6,0.45,1.3,3,0,0.1
魚類まぐろ類くろまぐろ養殖脂身天ぷら,345,42,22,25.4,2.4,53,350,17,30,220,0.7,0.6,0.02,0.04,76,70,0,1,670,19.5,7,15,0.14,0.06,15.3,0.25,2,6,0.58,1.3,2,0,0.1
魚類まぐろ類びんなが生,111,71.8,26,0.7,0.2,38,440,9,41,310,0.9,0.5,0.05,0.01,12,71,1,0,4,7,0.7,0,0.13,0.1,26,0.94,2.8,4,0.31,1.2,1,0,0.1
魚類まぐろ類みなみまぐろ赤身生,88,77,21.6,0.4,0.1,43,400,5,27,240,1.8,0.4,0.04,0.01,5,73,0,0,6,4,1,0,0.03,0.05,15,1.08,2.2,5,0.3,2.2,0,0,0.1
魚類まぐろ類みなみまぐろ脂身生,322,50.3,20.3,28.3,0.1,44,280,9,29,210,0.6,0.4,0.05,0.01,38,120,1,0,34,5,1.5,0,0.1,0.06,15,1,1.5,4,0.29,4.4,5,0,0.1
魚類まぐろ類めじまぐろ生,139,68.7,25.2,4.8,0.1,42,410,9,40,290,1.8,0.5,0.09,0.01,0,0,0,0,61,12,1.2,0,0.19,0.19,24,0.73,6.9,6,0.59,0,1,0,0.1
魚類まぐろ類めばち赤身生,115,72.2,25.4,2.3,0.3,39,440,3,35,270,0.9,0.4,0.03,0,18,75,0,0,17,3.6,0.9,0,0.09,0.05,20,0.76,1.4,5,0.15,1.5,1,0,0.1
魚類まぐろ類めばち脂身生,158,67.8,23.9,7.5,0.4,100,400,4,31,240,0.7,0.4,0.03,0,42,74,0,0,37,8.1,2,1,0.07,0.05,18,0.8,1,5,0.17,1.5,1,0,0.3
魚類まぐろ類缶詰水煮フレークライト,70,82,16,0.7,0.2,210,230,5,26,160,0.6,0.7,0.05,0.01,0,0,0,0,10,3,0.4,0,0.01,0.04,13,0.26,1.1,4,0.13,0,0,0,0.5
魚類まぐろ類缶詰水煮フレークホワイト,96,77.6,18.3,2.5,0.4,260,280,6,34,200,1,0.7,0.04,0.02,0,0,0,0,0,2,0.4,0,0.07,0.03,15,0.15,1.4,7,0.13,0,0,0,0.7
魚類まぐろ類缶詰味付けフレーク,134,65.7,19,2.3,9.9,760,280,24,31,350,4,1,0.12,0.13,0,0,0,0,0,5,0.7,0,0.07,0.03,12,0.16,3.7,13,0.23,0,0,0,1.9
魚類まぐろ類缶詰油漬フレークライト,265,59.1,17.7,21.7,0.1,340,230,4,25,160,0.5,0.3,0.04,0.01,0,0,0,0,8,2,2.8,44,0.01,0.03,12,0.26,1.1,3,0.09,0,0,0,0.9
魚類まぐろ類缶詰油漬フレークホワイト,279,56,18.8,23.6,0.1,370,190,2,27,270,1.8,0.4,0.03,0.02,0,0,0,0,0,4,8.3,0,0.05,0.13,16,0.15,2,2,0.12,0,0,0,0.9
魚類マジェランあいなめ生,243,62.8,13.3,22.9,0.1,65,300,10,18,210,0.1,0.3,0.01,0.01,0,0,0,0,1800,17,2.2,0,0.02,0.08,3.3,0.04,0.6,5,0.29,0,0,0,0.2
魚類まながつお生,161,70.8,17.1,10.9,0,160,370,21,25,190,0.3,0.5,0.02,0.01,0,0,0,0,90,5,1.4,0,0.22,0.13,6.9,0.3,1.4,7,1.37,0,1,0,0.4
魚類みなみくろたち生,112,73.8,21.7,3,0.1,120,460,22,34,240,0.6,0.5,0.05,0.03,0,0,0,0,55,2,1.9,0,0.06,0.2,11,0.5,6.5,4,0.85,0,1,0,0.3
魚類みなみだら生,68,81.9,16.4,0.3,0,220,320,23,41,160,0.3,0.3,0.04,0.02,0,0,0,0,6,7,0.8,0,0.03,0.27,4.7,0.09,1.6,11,0.44,0,0,0,0.6
魚類むつ生,175,69.7,16.7,12.6,0,85,390,25,20,180,0.5,0.4,0.03,0.01,0,0,0,0,8,4,0.9,0,0.03,0.16,5.5,0.1,1.9,6,0.31,0,0,0,0.2
魚類むつ水煮,161,68.3,22.2,8.4,0,80,410,49,23,230,0.6,0.4,0.03,0.01,0,0,0,0,11,3.6,0.6,0,0.04,0.16,6.9,0.13,2.5,4,0.25,0,0,0,0.2
魚類めじな生,113,74.7,19.4,4.5,0.1,91,380,27,30,240,0.3,0.9,0.03,0.01,0,0,0,0,55,1,0.8,0,0.05,0.38,6.2,0.16,1.8,2,0.44,0,0,0,0.2
魚類めばる生,100,77.2,18.1,3.5,0,75,350,80,27,200,0.4,0.4,0.05,0,0,0,0,0,11,1,1.5,0,0.07,0.17,5,0.11,1.5,5,0.37,0,2,0,0.2
魚類メルルーサ生,73,81.1,17,0.6,0,140,320,12,38,150,0.2,0.4,0.02,0.01,0,0,0,0,5,1,1.3,0,0.09,0.04,4.1,0.07,0.8,5,0.32,0,0,0,0.4
魚類やつめうなぎ生,245,61.5,15.8,21.8,0.2,49,150,7,15,180,2,1.6,0.15,0.03,0,0,0,0,8200,3,3.8,0,0.25,0.85,5.6,0.2,4.9,19,1.18,0,2,0,0.1
魚類やつめうなぎ干しやつめ,449,14.3,50.3,31.2,0.5,130,650,16,49,240,32,5.9,1.8,0.1,0,0,0,0,1900,12,2.4,0,0.33,1.69,15,0.14,55,100,5.76,0,0,0,0.3
魚類やまめ養殖生,110,75.6,18.4,4.3,0.3,50,420,85,28,280,0.5,0.8,0.04,0.01,0,0,0,0,15,8,2.2,0,0.15,0.16,6.9,0.22,6.6,13,1.48,0,3,0,0.1
魚類わかさぎ生,71,81.8,14.4,1.7,0.1,200,120,450,25,350,0.9,2,0.19,0.13,29,22,1,1,99,2,0.7,0,0.01,0.14,4,0.17,7.9,21,0.51,4,1,0,0.5
魚類わかさぎつくだ煮,308,19.3,28.7,5.5,38.2,1900,480,970,69,780,2.6,4.4,0.11,1.74,0,0,0,0,460,8,4.2,0,0.24,0.32,8.3,0.06,9.4,59,0.77,0,0,0,4.8
魚類わかさぎあめ煮,301,21,26.3,5.1,40.4,1600,410,960,66,740,2.1,5.2,0.08,2.29,0,0,0,0,420,9,3.6,0,0.28,0.35,8.1,0.06,11,52,0,0,0,0,4.1
貝類あかがい生,70,80.4,13.5,0.3,3.5,300,290,40,55,140,5,1.5,0.06,0,0,0,0,0,35,0,0.9,1,0.2,0.2,4.6,0.1,59,20,1.02,0,2,0,0.8
貝類あげまき生,44,87.1,8.1,0.6,2,600,120,66,49,120,4.1,1.5,0.4,0.2,0,0,0,0,27,1,0.8,0,0.3,0.14,2.5,0.04,59,11,0.37,0,1,0,1.5
貝類あさり生,29,90.3,5.7,0.7,0.4,800,140,66,92,82,2.2,0.9,0.05,0.07,56,35,3,8,4,0.1,0.4,1,0.01,0.16,2.2,0.03,44.8,11,0.37,21.6,1,0,2
貝類あさり蒸し,32,89.5,4.9,0.8,0.4,790,130,64,94,79,2.1,0.9,0.05,0.1,59,35,3,8,5,0.1,0.4,1,0.01,0.15,2,0.02,45.2,8,0.21,20.9,0,0,2
貝類あさりつくだ煮,218,38,20.8,2.4,30.1,2900,270,260,79,300,19,2.8,0.18,0.94,0,0,0,0,43,0,1.4,4,0.02,0.18,4.4,0.09,15,42,0.4,0,0,0,7.4
貝類あさり缶詰水煮,102,73.2,20.3,2.2,1.9,390,9,110,46,260,30,3.4,0.29,1.24,0,0,0,0,6,0,2.7,3,0,0.09,4,0.01,64,10,0,0,0,0,1
貝類あさり缶詰味付け,124,67.2,16.6,1.9,11.5,640,35,87,44,180,28,3.2,0.24,1.23,0,0,0,0,6,0,2.3,4,0,0.06,3.9,0.01,36,1,0,0,0,0,1.6
貝類あわびくろあわび生,76,79.5,14.3,0.8,3.6,430,160,25,69,82,2.2,0,0,0.01,200,8,6,15,1,0,0.3,0,0.15,0.09,2.6,0.02,0.4,20,2.44,1.2,1,0,1.1
貝類あわびまだかあわび生,74,80,14.6,0.4,3.3,330,250,21,58,130,1.8,0,0,0.01,190,8,5,14,2,0,1.1,0,0.02,0.1,3.4,0.02,0.4,22,2.05,1.1,2,0,0.8
貝類あわびめがいあわび生,74,80.1,12.2,0.3,6.8,320,230,19,50,110,0.7,0,0,0.01,190,8,5,14,1,0,0.3,0,0.16,0.09,2.5,0.02,0.4,29,1.71,1.1,1,0,0.8
貝類あわび干し,257,27.9,38,1.6,23.8,2900,490,39,110,300,2,1.6,0.74,0.05,0,0,0,0,4,0,1.2,3,0.36,0.11,8.2,0.05,2.4,87,0.71,0,0,0,7.4
貝類あわび塩辛,93,72.5,14.8,3.9,1.4,2600,180,55,88,160,34,2.2,0.25,0.11,0,0,0,0,58,0,2.5,92,0.2,0.7,3.4,0.1,12,130,1.13,0,0,0,6.6
貝類あわび水煮缶詰,85,77.2,19.4,0.4,1,570,130,20,58,230,1.8,0.6,0.42,0.02,0,0,0,0,0,0,1.5,0,0.04,0.04,3.5,0.02,0.7,3,0.23,0,0,0,1.4
貝類いがい生,63,82.9,10.3,1.6,3.2,540,230,43,73,160,3.5,1,0.05,0.86,65,37,5,9,34,0,1.1,0,0.01,0.37,3.7,0.02,10,42,0.63,6.4,5,0,1.4
貝類いたやがい養殖生,55,84.9,10.8,0.8,1.5,450,260,48,74,170,2,6.1,0.1,4.9,0,0,0,0,6,0,0.4,0,0,0.2,2.9,0.07,13,14,0.24,0,0,0,1.1
貝類エスカルゴ水煮缶詰,75,79.9,16.5,1,0.8,260,5,400,37,130,3.9,1.5,3.07,0.38,0,0,0,0,0,0,0.6,5,0,0.09,2.3,0,0.6,1,0,0,0,0,0.7
貝類かき養殖生,58,85,6.9,2.2,4.9,460,190,84,65,100,2.1,14,1.04,0.39,67,46,3,4,24,0.1,1.3,0,0.07,0.14,2.6,0.07,23,39,0.54,4.8,3,0,1.2
貝類かき養殖水煮,90,78.7,9.9,3.6,7.1,350,180,59,42,140,2.9,18,1.44,0.37,71,62,4,5,43,0.1,2.9,0,0.07,0.15,3.3,0.07,24,31,0.41,7.4,3,0,0.9
貝類かき養殖フライ,256,46.6,7.6,11.1,32.9,380,180,67,53,110,1.8,12,0.87,0.37,50,44,3,6,19,0.1,3.1,21,0.07,0.16,2.6,0.07,30,33,0.39,4.4,2,0,1
貝類かきくん製油漬缶詰,294,51.2,12.5,22.6,11.2,300,140,35,42,260,4.5,25,2.81,1.03,0,0,0,0,2,0,9.5,0,0.05,0.09,3.5,0.02,32,25,0.56,0,0,0,0.8
貝類さざえ生,83,78,19.4,0.4,0.8,240,250,22,54,140,0.8,2.2,0.39,0.02,97,19,6,5,31,0,2.3,3,0.04,0.09,4.1,0.05,1.3,16,0.24,1.9,1,0,0.6
貝類さざえ焼き,91,75.6,21.3,0.4,0.9,280,220,29,67,120,0.9,2.5,0.73,0.03,0,0,0,0,44,0,2.8,2,0.04,0.1,4.1,0.06,1.1,22,0.3,0,1,0,0.7
貝類さるぼう味付け缶詰,131,66.1,15.9,2.2,12.9,870,55,60,41,140,11,4.1,0.13,1.39,0,0,0,0,8,0,2.5,0,0.01,0.07,4.1,0.04,25,11,0.19,0,0,0,2.2
貝類しじみ生,54,86,7.5,1.4,4.5,180,83,240,10,120,8.3,2.3,0.41,2.78,0,0,0,0,33,0.2,1.7,2,0.02,0.44,3.1,0.1,68,26,0.53,0,2,0,0.4
貝類しじみ水煮,95,76,15.4,2.7,5.5,100,66,250,11,200,15,4,0.61,7.3,0,0,0,0,76,0.6,3.9,5,0.02,0.57,5,0.04,82,37,0.35,0,1,0,0.3
貝類たいらがい貝柱生,94,75.2,21.8,0.2,1.5,260,260,16,36,150,0.6,4.3,0.01,0.03,0,0,0,0,0,0,0.8,0,0.01,0.09,4.6,0.06,0,25,0.51,0,2,0,0.7
貝類たにし生,73,78.8,13,1.1,3.6,23,70,1300,77,140,19,6.2,1.9,2.1,0,0,0,0,95,0,0.5,1,0.11,0.32,3.8,0.05,18,28,0.52,0,0,0,0.1
貝類つぶ生,82,78.2,17.8,0.2,2.3,380,160,60,92,120,1.3,1.2,0.06,0.04,0,0,0,0,2,0,1.8,0,0,0.12,3.4,0.11,6.5,15,0.59,0,0,0,1
貝類とこぶし生,78,78.9,16,0.4,3,260,250,24,55,160,1.8,1.4,0.3,0.06,0,0,0,0,5,0,1.3,0,0.15,0.14,4,0.07,3.2,24,1.57,0,1,0,0.7
貝類とりがい斧足生,81,78.6,12.9,0.3,6.9,100,150,19,43,120,2.9,1.6,0.05,0.11,0,0,0,0,0,0,1.2,0,0.16,0.06,3.7,0.04,10,18,1.1,0,1,0,0.3
貝類ばい生,81,78.5,16.3,0.6,3.1,220,320,44,84,160,0.7,1.3,0.09,0.04,0,0,0,0,1,0,2.2,0,0.03,0.14,3.6,0.11,4.3,14,1.02,0,2,0,0.6
貝類ばかがい生,56,84.6,10.9,0.5,2.4,300,220,42,51,150,1.1,1.8,0.05,0.07,0,0,0,0,5,0,0.8,0,0.14,0.06,3.8,0.08,7.9,18,0.79,0,1,0,0.8
貝類はまぐり類はまぐり生,35,88.8,6.1,0.6,1.8,780,160,130,81,96,2.1,1.7,0.1,0.14,0,0,0,0,9,0,0.6,0,0.08,0.16,2.1,0.08,28,20,0.37,0,1,0,2
貝類はまぐり類はまぐり水煮,79,78.6,14.9,1.5,2.9,490,180,130,69,190,3.9,2.5,0.23,0.3,0,0,0,0,16,0,2.8,1,0.15,0.27,4.1,0.05,20,23,0.45,0,1,0,1.2
貝類はまぐり類はまぐり焼き,70,79.8,13.3,1,2.8,770,230,140,87,140,3.3,2.4,0.2,0.3,0,0,0,0,16,0,2.3,0,0.13,0.29,4.1,0.12,33,27,0.57,0,2,0,2
貝類はまぐり類はまぐりつくだ煮,211,40.1,27,2.8,21.4,2800,320,120,95,340,7.2,4.2,0.2,1.03,0,0,0,0,0,0,1.9,2,0.02,0.1,6.1,0.11,45,49,0.34,0,0,0,7.1
貝類はまぐり類ちょうせんはまぐり生,41,88.1,6.5,1,2.7,510,170,160,69,94,5.1,1.2,0.11,0.22,27,21,4,6,6,0,0.5,0,0.13,0.12,2.2,0.07,19,21,0.57,13,1,0,1.3
貝類ほたてがい生,66,82.3,13.5,0.9,1.5,320,310,22,59,210,2.2,2.7,0.13,0.12,0,0,0,0,23,0,0.9,1,0.05,0.29,3.4,0.07,11,87,0.66,0,3,0,0.8
貝類ほたてがい水煮,89,76.8,17.6,1.9,1.9,250,330,24,57,250,2.8,3.1,0.17,0.12,0,0,0,0,34,0,1.7,2,0.04,0.29,4.1,0.06,18,83,0.64,0,2,0,0.6
貝類ほたてがい貝柱生,82,78.4,16.9,0.3,3.5,120,380,7,41,230,0.2,1.5,0.03,0.02,2,18,3,1,1,0,0.8,0,0.01,0.06,4.1,0.11,1.7,61,0.28,1.7,2,0,0.3
貝類ほたてがい貝柱焼き,123,67.8,23.8,0.3,4.6,150,480,13,56,320,0.3,2.2,0.04,0.03,0,0,0,0,1,0,1.1,0,0.01,0.08,5.9,0.14,2.1,41,0.34,0,1,0,0.4
貝類ほたてがい貝柱煮干し,301,17.1,65.7,1.4,7.6,2500,810,34,120,610,1.2,6.1,0.08,0.1,0,0,0,0,0,0,2.5,0,0.12,0.3,14,0.12,5.2,22,0.75,0,0,0,6.4
